action,description,details,directory,countryCode,owaspCategory,applicationId,applicationName,tenantId,tenantName,example,extension,host,method,paramName,paramType,paramValue,params,passive,patternId,protocol,receivedTimeStamp,receivedTimeFormatted,refineDate,refineDateFormatted,request,ruleId,severity,externalIp,sourcePort,targetModule,protection,title,transId,uri,violationCategory,violationType,vulnData
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.gz,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /web.config.gz HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60082
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,42396,AllowList,Allowed File Extension,Access denied due to malicious request,3645795709,/web.config.gz,Access Control,URL Access Violation,
Reported,There was an attempt to retrieve Application sensitive files.,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
7542
Description: There was an attempt to retrieve Application sensitive files. (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.25.63:443,GET,,,,N/A,TRUE,7542,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /web.config.gz HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60082
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,42396,Vulnerabilities,Known Attack Types,Pattern Violation Detected,3645795709,/web.config.gz,Access Control,URL Access Violation,Web.config
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.gz,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /portal.gz HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60066
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,32830,AllowList,Allowed File Extension,Access denied due to malicious request,3645795708,/portal.gz,Access Control,URL Access Violation,
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.gz,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /source.gz HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60052
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,23782,AllowList,Allowed File Extension,Access denied due to malicious request,4217225922,/source.gz,Access Control,URL Access Violation,
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.gz,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /src.gz HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60048
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,36562,AllowList,Allowed File Extension,Access denied due to malicious request,3645795707,/src.gz,Access Control,URL Access Violation,
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.gz,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /bin.gz HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60046
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,42396,AllowList,Allowed File Extension,Access denied due to malicious request,3645795706,/bin.gz,Access Control,URL Access Violation,
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.gz,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /html.gz HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60044
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,40012,AllowList,Allowed File Extension,Access denied due to malicious request,4217225921,/html.gz,Access Control,URL Access Violation,
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.gz,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /www.gz HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60030
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,23782,AllowList,Allowed File Extension,Access denied due to malicious request,4217225920,/www.gz,Access Control,URL Access Violation,
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.gz,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /web.gz HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60018
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,32830,AllowList,Allowed File Extension,Access denied due to malicious request,3645795705,/web.gz,Access Control,URL Access Violation,
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.gz,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /backup.gz HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60012
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,40012,AllowList,Allowed File Extension,Access denied due to malicious request,4217225918,/backup.gz,Access Control,URL Access Violation,
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.tar,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /66.22.25.63.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60008
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,44242,AllowList,Allowed File Extension,Access denied due to malicious request,4217225917,/66.22.25.63.tar,Access Control,URL Access Violation,
Reported,There was an attempt to retrieve file which may contain sensitive information,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
7607
Description: There was an attempt to retrieve file which may contain sensitive information (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A2,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.25.63:443,GET,,,,N/A,TRUE,7607,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /66.22.25.63.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 60008
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,44242,Vulnerabilities,Known Attack Types,Pattern Violation Detected,4217225917,/66.22.25.63.tar,Information Leakage,Server Information Leakage,.tar
Reported,There was an attempt to retrieve file which may contain sensitive information,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
7607
Description: There was an attempt to retrieve file which may contain sensitive information (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A2,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.25.63:443,GET,,,,N/A,TRUE,7607,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /old.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59996
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,32830,Vulnerabilities,Known Attack Types,Pattern Violation Detected,3645795704,/old.tar,Information Leakage,Server Information Leakage,.tar
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.tar,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /old.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59996
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,32830,AllowList,Allowed File Extension,Access denied due to malicious request,3645795704,/old.tar,Access Control,URL Access Violation,
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.tar,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /data.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59990
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,41910,AllowList,Allowed File Extension,Access denied due to malicious request,4217225915,/data.tar,Access Control,URL Access Violation,
Reported,There was an attempt to retrieve file which may contain sensitive information,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
7607
Description: There was an attempt to retrieve file which may contain sensitive information (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A2,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.25.63:443,GET,,,,N/A,TRUE,7607,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /data.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59990
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,41910,Vulnerabilities,Known Attack Types,Pattern Violation Detected,4217225915,/data.tar,Information Leakage,Server Information Leakage,.tar
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.tar,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /upload.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59986
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,40012,AllowList,Allowed File Extension,Access denied due to malicious request,4217225914,/upload.tar,Access Control,URL Access Violation,
Reported,There was an attempt to retrieve file which may contain sensitive information,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
7607
Description: There was an attempt to retrieve file which may contain sensitive information (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A2,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.25.63:443,GET,,,,N/A,TRUE,7607,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /upload.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59986
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,40012,Vulnerabilities,Known Attack Types,Pattern Violation Detected,4217225914,/upload.tar,Information Leakage,Server Information Leakage,.tar
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/bin/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.tar,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /bin/bin.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59974
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,23038,AllowList,Allowed File Extension,Access denied due to malicious request,4217225913,/bin/bin.tar,Access Control,URL Access Violation,
Reported,There was an attempt to retrieve file which may contain sensitive information,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
7607
Description: There was an attempt to retrieve file which may contain sensitive information (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/bin/,DE,A2,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.25.63:443,GET,,,,N/A,TRUE,7607,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /bin/bin.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59974
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,23038,Vulnerabilities,Known Attack Types,Pattern Violation Detected,4217225913,/bin/bin.tar,Information Leakage,Server Information Leakage,.tar
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.tar,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /web.config.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59970
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,47322,AllowList,Allowed File Extension,Access denied due to malicious request,3645795703,/web.config.tar,Access Control,URL Access Violation,
Reported,There was an attempt to retrieve Application sensitive files.,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
7542
Description: There was an attempt to retrieve Application sensitive files. (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.25.63:443,GET,,,,N/A,TRUE,7542,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /web.config.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59970
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,47322,Vulnerabilities,Known Attack Types,Pattern Violation Detected,3645795703,/web.config.tar,Access Control,URL Access Violation,Web.config
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A1,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.tar,66.22.25.63:443,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /portal.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59960
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,38200,AllowList,Allowed File Extension,Access denied due to malicious request,3645795702,/portal.tar,Access Control,URL Access Violation,
Reported,There was an attempt to retrieve file which may contain sensitive information,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
7607
Description: There was an attempt to retrieve file which may contain sensitive information (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A2,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.25.63:443,GET,,,,N/A,TRUE,7607,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /portal.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59960
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,38200,Vulnerabilities,Known Attack Types,Pattern Violation Detected,3645795702,/portal.tar,Information Leakage,Server Information Leakage,.tar
Reported,There was an attempt to retrieve file which may contain sensitive information,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
7607
Description: There was an attempt to retrieve file which may contain sensitive information (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,DE,A2,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.25.63:443,GET,,,,N/A,TRUE,7607,HTTP,1.74E+12,13/03/2025 5:57,,,"GET /source.tar HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 38.242.229.74
X-RDWR-PORT: 59952
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36

",,High,38.242.229.74,23038,Vulnerabilities,Known Attack Types,Pattern Violation Detected,4217225911,/source.tar,Information Leakage,Server Information Leakage,.tar
